slide_id,true_label,pred_prob
25017716B2,1,0.003953773062676191
25017718B2,1,0.96357661485672
25017730B2,0,0.0005912861088290811
25017738B2,1,0.9912005066871643
25017739B2,0,0.047313809394836426
25017748B2,1,0.9979649782180786
25017767B2,1,0.9999994039535522
25017923B,0,0.5472558736801147
25017930B,0,2.520827706575801e-07
25017932B2,1,0.999987006187439
25017948B3,1,0.890251636505127
25018002B2,1,0.9999990463256836
25018050B2,1,0.999464213848114
25018453B2,1,0.9927462935447693
25018457B2,1,0.9986875653266907
25018478B2,0,0.01296735368669033
25018571B2,1,0.9883553981781006
25018584B,1,0.9955750703811646
25018592B,1,0.9995682835578918
25018910B2,1,0.9973701238632202
25018956B3,0,9.060009324457496e-05
25019081B3,1,0.9841203093528748
25019094B8,0,0.002170142950490117
25019102B4,1,0.9933463335037231
25019107B,1,0.9998301267623901
25019273B,0,0.010834524407982826
25019283B2,1,0.9854393005371094
25019284B2,1,0.9987177848815918
25019294B1,0,1.069195059244521e-05
25019294B2,0,1.8023393977273372e-06
25019335B6,0,0.17219915986061096
25019339B2,0,8.996383257908747e-06
25019339B3,0,0.026743803173303604
25019352B2,1,0.8262474536895752
25019376B2,1,0.9984984397888184
25019379B,1,0.9998132586479187
25019384B2,1,0.9999414682388306
25019457B2,1,0.9996548891067505
25019468B2,1,0.9677212834358215
25019474B2,0,0.014220762066543102
25019503B,0,0.014996896497905254
25019508B4,1,0.9991130232810974
25019621B2,1,0.9999083280563354
25019621B4,1,0.9999697208404541
25019629B2,0,0.006364649627357721
25019675B2,0,0.01478751190006733
25019705B2,0,3.096961518167518e-05
25019716B2,1,0.9999980926513672
25019773B3,1,0.9993126392364502
25019776B2,1,0.9998873472213745
25019790B2,1,0.9998181462287903
25019806B2,1,0.8723812699317932
25020232B,0,0.0017257555155083537
25020257B2,1,0.9823092818260193
25020263B2,1,0.9999978542327881
25020282B2,1,0.9959557056427002
25020291B2,1,0.9898204803466797
25020353B2,0,1.7114829233833007e-06
25020556B4,0,0.010410967282950878
25020573B3,1,0.9902626276016235
25020714B2,1,0.7764362692832947
25020714B4,0,0.0040197051130235195
25020717B2,1,0.9947155117988586
25020760B3,1,0.9798173308372498
25020799B3,0,0.0016576539492234588
25020799B5,0,2.5589806682546623e-05
25021120B4,1,0.5728734135627747
25021164B2,1,0.980191707611084
25021171B2,1,0.9999998807907104
25021196B2,0,1.8167826056014746e-05
25021197B2,1,0.8640844821929932
25021260B2,1,0.5716040730476379
25021277B3,0,0.00014221241872292012
25021277B4,0,0.00012130603136029094
25021291B2,1,0.4430709183216095
25021419B1,1,0.5865395665168762
25021421B2,0,0.0024973975960165262
25021474B,1,0.999996542930603
25021481B2,1,0.9982733726501465
25021487B,0,0.007019465323537588
25021538B2,1,0.9988791346549988
25021554B2,1,0.9984167814254761
25021555B2,0,0.007060334086418152
25021558B2,0,0.0004284554161131382
25021575B4,1,0.9570971131324768
25021622B4,1,0.9999327659606934
25021640B3,1,0.39149507880210876
25021658B3,1,0.9997116923332214
25021662B2,1,0.9960842132568359
25021665B2,0,1.74010365299182e-05
25021665B3,0,8.185223805412534e-07
25021667B2,1,0.9878475666046143
25021668B2,1,0.999923825263977
25021672B,0,0.006243995390832424
25021735B5,0,3.234993710066192e-05
25021890B4,0,0.011255290359258652
25021890B6,0,0.08332861214876175
25021893B2,1,0.9206817150115967
25021894B2,1,0.9974381923675537
25021894B3,1,0.986274778842926
25021901B2,1,0.9999967813491821
25021911B2,1,0.955879807472229
25021918B4,1,0.9994345307350159
25021922B2,0,0.0004299090651329607
25021973B2,1,0.9989593029022217
25022013B,0,8.733107961234055e-07
25022019B2,1,0.9996142387390137
25022038B2,1,0.9999693632125854
25022262B2,1,0.9999804496765137
25022278B2,1,0.2786801755428314
25022330B2,1,0.7425003051757812
25022343B3,1,0.9980251789093018
25022344B2,0,0.00026927137514576316
25022354B2,1,0.7743968963623047
25022406B2,1,0.9522181749343872
25022458B2,0,0.0001915443135658279
25022584B2,0,0.003022571559995413
25022584B3,0,1.3868192581867334e-05
25022613B2,0,0.009987345896661282
25023016B6,1,0.9996844530105591
25023174B2,0,0.04487229883670807
25023184B2,1,0.8488565683364868
25023327B3,0,0.03116912953555584
25023573B,1,0.9453380107879639
25023590B3,1,0.9995552897453308
25023590B4,1,0.9966572523117065
25023687B2,1,0.9879336953163147
25023687B3,0,0.5785991549491882
25023687B4,0,0.01591370813548565
25023690B3,1,0.9971516728401184
25023814B,1,0.9135351777076721
25023828B,0,0.000603941036388278
25023846B4,0,0.006480939220637083
25023869B3,1,0.5589386224746704
25023869B4,1,0.9998143315315247
25023930B2,1,0.9989745616912842
25023934B2,1,0.9727929830551147
25023935B2,0,0.030234994366765022
25023936B2,1,0.8406911492347717
25023961B2,0,0.008531704545021057
25023972B3,0,0.022436147555708885
25023977B2,1,0.33041495084762573
25024142B2,1,0.9999942779541016
